epoch,loss,out_0_MSE,out_0_R_squared,out_0_loss,out_1_MSE,out_1_R_squared,out_1_loss,out_2_MSE,out_2_R_squared,out_2_loss
0,5.383979673740928,1.8385176118057576,0.6484179651021097,1.9305035002603879,1.5216742876870222,0.7101512670830469,1.7545775725030197,1.4209739251926052,0.729835425140507,1.6988986009775207
1,4.414658023047119,1.3564895718941152,0.7439726125171409,1.5470998430908376,1.1504474674331766,0.7832080321438101,1.450290017010309,1.0828095498804293,0.796527006500335,1.4172681629459722
2,3.997997603628044,1.1628764029013725,0.7815684690080782,1.4152927015933257,0.9868382424616982,0.8155744789110659,1.3120181356836509,0.9250303575975936,0.827452908235527,1.270686766351067
3,3.679252238849582,1.0791455904009948,0.7993306415530119,1.320055202533693,0.9031430920981137,0.8328177596283484,1.199667623895121,0.8529796054240977,0.8429253738810077,1.159529412420768
4,3.475899623647707,1.031748501197492,0.805007745743204,1.265576000399198,0.8598298486155391,0.8388638186155153,1.1251923463386442,0.817394185342389,0.847216071218626,1.0851312769098649
5,3.3710349632995524,1.0297460662030862,0.8076161685766993,1.2332500795589334,0.8551599488944942,0.8413723368868689,1.0917436305696953,0.81177484900301,0.8500872304127101,1.046041253170924
6,3.257387646720146,0.9818312449146487,0.81563312814182,1.1979441153363815,0.8160166558281692,0.848011010429983,1.0521628496400202,0.7750634888697037,0.8562138535468207,1.007280681743744
7,3.177872501932505,0.9865958127753206,0.8155123825277365,1.1813226191138677,0.8108630440521194,0.8501132776451394,1.0218716887540595,0.7707220553260993,0.85809124059219,0.974678194064578
8,3.124138608044451,0.9497322117355107,0.8204861362864423,1.1560069909862958,0.7799482645905881,0.8537682836512425,1.005923262239917,0.7396102202209122,0.861876893212489,0.9622083548182382
9,3.14614020882764,0.9538919395994798,0.8219065405334375,1.1600963149695358,0.7896653067072424,0.8541939865690216,1.0140802912170082,0.751785133040094,0.8616531857186214,0.9719636026410962
10,3.0767608370948416,0.9419325721127142,0.8239598898730041,1.1415592324524397,0.7815447873021978,0.8553562267112889,0.9902927287110346,0.741880278299962,0.8631646381746392,0.9449088759313673
11,3.0387666224018908,0.9290932599918232,0.8247194339061096,1.125576634230521,0.7648755791798256,0.8571753330901005,0.9798360478131195,0.725945333366099,0.8650087074225611,0.9333539403582501
12,2.9886342873350387,0.9223019467691418,0.8260709546738153,1.1126097483435795,0.7610137931868939,0.857477948911004,0.9618720891397035,0.720009495877643,0.8656387870320357,0.9141524498517557
13,2.910393784071067,0.8962319386162245,0.8295645492001165,1.0868858964623125,0.7352200461250473,0.861358497732647,0.9346854976556512,0.6954525071738283,0.8694766641426713,0.8888223899531036
14,2.9663730328562252,0.9142337006725756,0.8288641291137607,1.1026340495736666,0.751127420135574,0.8607701852977189,0.9524862454451822,0.7105841542095025,0.868818065163339,0.9112527378373764
15,2.936015020042842,0.9149230976329977,0.8269914255018549,1.0988866144806273,0.7503610391723027,0.8596199693988059,0.9401122262311536,0.7087653399194307,0.8679476326092002,0.8970161793310607
16,2.9078225552908434,0.9020073985418389,0.8325970877617845,1.0877775656254753,0.747618291284569,0.8625324568609027,0.9355597303314802,0.7063450524736667,0.870594762906494,0.884485259333888
17,2.8848432023193125,0.8964592479706449,0.8302143406362597,1.081329578605375,0.7336449985010504,0.8625732016126056,0.9254236411626836,0.6941062226952688,0.8703095069796496,0.8780899825512543
