epoch,loss,out_0_MSE,out_0_R_squared,out_0_loss,out_1_MSE,out_1_R_squared,out_1_loss,out_2_MSE,out_2_R_squared,out_2_loss
0,4.854316208309937,4.154471115575962,0.19386757389870773,1.7851404734203504,3.034326897938547,0.4152356729587288,1.5627163730115972,2.679330375911012,0.4860385830933168,1.5064593618779893
1,3.892858274977969,1.9022287581426978,0.6353039783351829,1.4140561748037763,1.4041539445441946,0.7339157233477321,1.2619912345581472,1.2581321262527851,0.7626161578519982,1.2168108656160455
2,3.5610444313525473,1.5840449598625568,0.7016139349121757,1.2999113607808508,1.2054220356030352,0.7755524511288636,1.1568506684681403,1.116111785842909,0.793045036130517,1.1042824021035562
3,3.2282566476581445,1.4139591707208508,0.7316089135642931,1.1957619395973789,1.0679802770199787,0.7995952123915251,1.041714599626696,0.9982937273760756,0.8130803373860191,0.9907801084340694
4,2.988766697531695,1.3072700747061854,0.7562446969127128,1.1148548967506584,0.9982402393076756,0.8160689102383172,0.9572171981518085,0.9385624450448312,0.8276340810624476,0.9166946026292282
5,2.844848952785927,1.2434434655121231,0.7681346695010809,1.0695540510730044,0.9550762202533728,0.8240724944144543,0.908518298862525,0.9019028951718137,0.834401629467622,0.8667766028503973
6,2.7283909116241043,1.1562607696331824,0.7844137845749475,1.032071643745118,0.8880157910551901,0.8364610949523023,0.870663386124831,0.8459714724270291,0.8447145726113069,0.8256558817541554
7,2.6654761175254444,1.1354239375554365,0.788483582168617,1.0093721502335833,0.8732435992448285,0.8395220732639188,0.8490780280816306,0.8349681357675268,0.8472083198828204,0.8070259392102305
8,2.6041449232085307,1.0909421030911375,0.7978638317578316,0.9929071173482245,0.8542650057705411,0.8435130782613016,0.8251285944045552,0.8181587128835979,0.8507054120131256,0.7861092114557511
9,2.5062779313323054,1.0464589384362062,0.8029371277059345,0.9613496869278882,0.8106486558978135,0.8490046934995403,0.789628399612076,0.7824051303501942,0.8546032915185544,0.7552998447923409
10,2.5009431473358914,1.0419470370516368,0.8042748582431046,0.9586221092581353,0.815930986176562,0.8487197218438228,0.7926687512101016,0.7825250093970799,0.8552823224851299,0.7496522868676544
11,2.410391138528685,1.0181124622306823,0.8082598522138243,0.9235402054815833,0.7962704871557653,0.8521698810560964,0.7625093870289475,0.7659393176311745,0.8580932784200188,0.7243415460181541
12,2.405953939710474,1.018629426032255,0.812119230584016,0.918731342739331,0.805855905553091,0.8533612802574104,0.7631196025670537,0.772768886345698,0.8597176909122605,0.7241029944040893
13,2.3583560996818917,0.9917328372677913,0.8127565431151956,0.9027563011431173,0.7793223147163073,0.8547364341718435,0.7448775790532713,0.7559010473135853,0.8595142819505219,0.710722219485503
14,2.349541787059884,0.9756733176634692,0.8180621144955644,0.9081330072534504,0.7725878099741159,0.8578258181311231,0.7421006197525508,0.7443816922043743,0.8633866131618364,0.6993081600538827
15,2.314517163419486,0.9659554312189733,0.8180650080060868,0.8912329726090967,0.7667917098319429,0.857512366980092,0.730596083293316,0.7402530586134205,0.8628315840676124,0.692688107517073
16,2.310189064077375,0.9817260442597406,0.8178065921084563,0.8859389395632579,0.7812574034859853,0.85677011559116,0.7297148076677651,0.755260369661168,0.8617633122588666,0.6945353168463521
17,2.278971895048393,0.9780245972837354,0.8183902184859917,0.8712152242943545,0.7756575395754556,0.85793210015301,0.7205430106750751,0.7496338677174772,0.863011213150704,0.6872136600789635
18,2.2508879443887064,0.9503126961802875,0.821314216894094,0.8555571223942586,0.7692930854534078,0.8570127115058956,0.7171914932731068,0.7450333585997159,0.8618754427889673,0.6781393287213411
19,2.2855955796158836,0.9637687343464413,0.8201921751202024,0.8716371610923427,0.7718639826965368,0.8578369607079454,0.7247845195092311,0.748233768415324,0.8625696221384429,0.6891738990143097
20,2.269929578066127,0.948408953392116,0.8235929120385448,0.8748136849371683,0.7568746728408322,0.8610858466251191,0.7152145201533127,0.7321794930114528,0.8658444400826587,0.6799013729756459
21,2.263848518558264,0.9515840897293399,0.8225937603050105,0.8587596945567207,0.7615129523006449,0.8593989421954384,0.7248134077504518,0.7331273484072793,0.865088699260564,0.6802754162510916
22,2.2352774423924746,0.9395830236397145,0.8261947672936139,0.8568200966836805,0.7567659636216874,0.8621311521702668,0.710276036955777,0.7286840745384021,0.8676337454560152,0.6681813087530173
23,2.1604887064235023,0.9080325719080248,0.828264239473619,0.8261755935260486,0.7322198833865311,0.863226603529309,0.6853149589664124,0.7031069503240025,0.8690089177115697,0.6489981539310412
