epoch,loss,out_0_MSE,out_0_R_squared,out_0_loss,out_1_MSE,out_1_R_squared,out_1_loss,out_2_MSE,out_2_R_squared,out_2_loss
0,4.5388579909852975,2.9648916246991375,0.4747763818830936,1.6695146055930468,1.9500740232583262,0.6570907954578885,1.4628276629761676,1.6522962960075382,0.7107549699417065,1.4065157224160831
1,3.761415425869522,1.2365111527180848,0.7846952981975743,1.36025401226903,0.9614880620604257,0.8342718221784697,1.2224039603034076,0.8936478987674766,0.8462679776830513,1.178757453297084
2,3.5423899013483604,1.0845247725893408,0.811044171375412,1.2835404173265683,0.8734342184517174,0.8494249201495713,1.150791568156764,0.8156232253756636,0.85960258450777,1.1080579158650279
3,3.3862998956025754,0.9811522939833112,0.8274186272472226,1.2326731831209556,0.7952276645624898,0.861196411890269,1.0979501152086473,0.7413967708367991,0.8708519423369716,1.0556765972729725
4,3.2466348306369923,0.9289716904984232,0.8382584348109878,1.188633999203031,0.7480318835231586,0.8707544720335756,1.0500795930728788,0.6959041676365004,0.8799240914870727,1.0079212383610827
5,3.1409951570733354,0.8842434070062496,0.8468193973617667,1.1627372730502765,0.7062494038740714,0.8786731184132691,1.0112771925645998,0.6548415619768015,0.8875734583296526,0.9669806914584592
6,3.0391119840470227,0.8603354354370214,0.8503779188179952,1.1261932887904074,0.6878824448135897,0.8814744976739405,0.9780306434254141,0.6387016696543601,0.8901555846925697,0.9348880518312014
7,2.949712062865451,0.8281210437201078,0.8567549374249431,1.096852532422824,0.6568024379947686,0.8871995449521153,0.947464229704626,0.613290709247318,0.8948670921214452,0.9053953007380008
8,2.8900289668143544,0.8083993868070622,0.8597262617981989,1.075961275234826,0.6387983362237692,0.8899737528814223,0.9271698424799367,0.5962594582116355,0.8976383831282931,0.8868978490995918
9,2.820796682251901,0.8018200607403944,0.8605764312534453,1.0561026383634788,0.6340183938097552,0.8907486797564038,0.9040931005541671,0.587872776738661,0.8989645087805216,0.8606009433342547
10,2.798734478966816,0.8038664513639922,0.8601951205959792,1.0521836053899998,0.6277496817137056,0.8917300569871586,0.8940233513301249,0.5858582319503399,0.899319333818569,0.8525275222466915
11,2.7251064976979475,0.7794617858816743,0.8648880626577553,1.0244076721396416,0.6065078868258056,0.8959505930764179,0.870071074685399,0.5658655567771872,0.9031791821569636,0.8306277508729071
12,2.693025979270952,0.785902958648989,0.862013871638568,1.0202569384511424,0.5944285852169552,0.8966696237737162,0.8570827875063683,0.5521839205534831,0.9042497695513569,0.815686253313441
13,2.6472120090443427,0.7633964068214768,0.8661848375857741,1.0011148337650875,0.5876120693031928,0.8979885178896031,0.8426390427371954,0.5474445343135455,0.9052065331508736,0.8034581325420598
14,2.5926850329334266,0.7542107004586495,0.8686912395854053,0.982485083211073,0.5766622781797024,0.9007180795331585,0.8232619989717623,0.5398490115774509,0.9072202979363324,0.7869379507505911
15,2.5936931060979798,0.7655372791223221,0.8661862116281959,0.9862557505540426,0.5823680939233263,0.8991588710542876,0.8243999267450713,0.5445732557162661,0.9060602377486056,0.783037428798866
16,2.534108672794357,0.7426587622473505,0.870523984466759,0.9673321801684479,0.5671128622503249,0.9021526917395017,0.8017527532227251,0.5311312678604714,0.9086325822949851,0.7650237394031839
17,2.526629734561708,0.7577867800676469,0.869592415975413,0.9646204281158629,0.5817013133249707,0.9006579990424495,0.798455327883969,0.5466241394258186,0.9069287602961499,0.763553978561876
