epoch,loss,out_0_MSE,out_0_R_squared,out_0_loss,out_1_MSE,out_1_R_squared,out_1_loss,out_2_MSE,out_2_R_squared,out_2_loss
0,5.243357317909556,1.7742618203231815,0.6681107877390386,1.8840139901083306,1.4443862198655015,0.7306383359572178,1.7059420154758103,1.3507009141986552,0.7480515998815787,1.6534013123254152
1,4.332081686454168,1.2515281596386596,0.7642196263200747,1.5130899571172418,1.074365666209931,0.7985033868918279,1.4261784215032318,1.0125177636319858,0.810282615830469,1.3928133078336942
2,4.068909913867514,1.1233949466724857,0.7907383893636721,1.4307262606260784,0.9642262113486684,0.8211808048129644,1.3373763804648564,0.914918941222386,0.8302948800201552,1.3008072727765791
3,3.7385754718003903,1.015248978052024,0.8096924851199688,1.3308603692541547,0.8583108239718273,0.8395147986858605,1.2210728628286722,0.8210394311496463,0.8467205869508452,1.1866422397175633
4,3.456387039659596,0.9656984730064246,0.8221799489222993,1.2550265892901424,0.807783642415286,0.8518525392906324,1.119122532669522,0.7755684584609137,0.8578220228529092,1.0822379176999315
5,3.318677176748812,0.9423636748950801,0.8259673776339362,1.21739343898362,0.7871713991451117,0.8553453192197199,1.068930596495286,0.7564734580198577,0.8612840083690014,1.0323531412699056
6,3.273761436824332,0.9206197527247416,0.827952586020744,1.2002437839254467,0.7673756962974627,0.8571644337722931,1.054505020266811,0.7369790855678392,0.8630910370353861,1.0190126326320743
7,3.227976781732676,0.9221869625132694,0.8260398894493903,1.186891199658286,0.7693431070606079,0.8555547266835074,1.0380013752215722,0.7414145982341293,0.8610806881104953,1.0030842068528179
8,3.091149390437211,0.9021321843790743,0.832625455595606,1.1497626889918038,0.748141739246359,0.8621288537851636,0.9887651030013138,0.7214085266128407,0.8674002347041911,0.9526215984440937
9,3.1107943321791356,0.8938567396953556,0.834880357856666,1.1506378803214683,0.7479681933470989,0.8629414597960406,0.9976654576751468,0.7202705360781622,0.8682416446517294,0.9624909941825206
10,3.05989915205401,0.8752784078675445,0.8362739413740502,1.134271935703974,0.7309141237854572,0.86451328219293,0.979578336051613,0.7053478200591616,0.8694893938755077,0.9460488802984229
11,3.0351287185692946,0.8610006976588889,0.839075623566305,1.1242674110565203,0.7179801385918064,0.8667994799968562,0.9727952992021754,0.6926265199714688,0.8719309734364907,0.9380660083105987
12,3.04867844126503,0.8762939834810843,0.8394534818317672,1.1230195085151016,0.7317833882157968,0.8667840784115353,0.9791614362883319,0.7058265887455993,0.8716062964175618,0.9464974964615965
13,2.998653112780674,0.8399506752791333,0.8442960449472692,1.1079395716940914,0.7037867153224696,0.8703697259298979,0.9636392822632422,0.6779384861194184,0.8753630778217986,0.9270742588233404
14,2.9878300095272428,0.8553331352169158,0.842050359769098,1.1031222022638247,0.7226293149217696,0.8674864178867239,0.9600281777092081,0.6968030746232873,0.8724210301654969,0.9246796295542097
15,2.9412717580979253,0.8503914317274285,0.8430667646286287,1.0917087669669168,0.7121482891466153,0.8695066658874769,0.9424103078735746,0.6880242922184199,0.8742274380782861,0.907152683257434
16,2.9109722462616303,0.8342777917583487,0.8446722080933342,1.0771861221121248,0.6979148895285258,0.8712799486048812,0.9320398344103767,0.6725618709360437,0.8762871389536734,0.9017462897391287
17,2.9665570232985368,0.8361286036101078,0.8468943521147984,1.0910822727486618,0.7093084833663665,0.8709692095400325,0.9574446528300941,0.6831299614100627,0.8761108008846921,0.9180300977197807
18,2.8749483461931336,0.8046767069549597,0.8493438757416407,1.0609383261837737,0.6811652859777698,0.8740040464135157,0.9222298079901724,0.658153547226532,0.8785604038804627,0.8917802120191872
19,2.849081844629159,0.8201040453565861,0.8479235734512317,1.0527081499610305,0.6939964799269933,0.8722682100715826,0.9156888345679214,0.6678554973210501,0.8773045241302171,0.8806848601002073
