epoch,loss,out_0_MSE,out_0_R_squared,out_0_loss,out_1_MSE,out_1_R_squared,out_1_loss,out_2_MSE,out_2_R_squared,out_2_loss
0,4.762323730100542,4.151189864853634,0.17736455203083631,1.7291848544379689,3.0973616348443636,0.38568406530736454,1.5437968490697447,2.7419256169265713,0.4582543218754553,1.4893420265928285
1,3.88711577612866,2.1119826824313503,0.5974232113386471,1.4094433715318582,1.5810701571796235,0.7015122917698123,1.2622762007004964,1.4021984263511906,0.7372324585449562,1.2153962038963058
2,3.5439961042536283,1.716255548761239,0.6682191597501449,1.2933598185496473,1.3238874631371134,0.7471090117955785,1.1524895195662268,1.2105143178092919,0.7694620218079036,1.0981467661377542
3,3.214707098027853,1.5581039252657642,0.705707323437293,1.1869464340258618,1.2264312109942272,0.7706232006349532,1.0401476135837222,1.129451838966002,0.7897515033571182,0.987613050418269
4,3.016399304343164,1.3917280634619948,0.7338547338389381,1.1212714324361859,1.0979367403206108,0.7924551306174293,0.9728239700976118,1.0122763524513037,0.8092988681481299,0.9223039018093663
5,2.854543266067388,1.3419046240824353,0.7476722204723286,1.0765048687314898,1.0534625468598389,0.804525238475538,0.9168607235011411,0.9808506729785589,0.818966395819101,0.8611776738347575
6,2.7269166404983416,1.2854343434406614,0.758815866862457,1.0301838732962365,1.0045927841917,0.8139175402873711,0.8790529968829646,0.9376968201584323,0.8272289801783971,0.8176797703191404
7,2.6392826448134126,1.2373746882809011,0.7638826074150592,1.0106666508193938,0.9519117625196163,0.8206311118666507,0.8465876855065769,0.8895537068281227,0.8331542410118962,0.782028308487442
8,2.5647993469491466,1.2123268373558929,0.7726860534684075,0.9966125745851393,0.933800662045909,0.827474123211654,0.8134653343831016,0.8800669529193066,0.8380722078777497,0.7547214379809057
9,2.5198421542204326,1.189439570213794,0.7777264707365262,0.9792381630698594,0.92237653659065,0.8300848406660043,0.8029895293476403,0.868283648320307,0.840829529214788,0.7376144618029328
10,2.4512733491548695,1.139714458677973,0.7883942072804183,0.956745886741145,0.8762480688098907,0.8399677543231749,0.7725893153566346,0.832360348117056,0.8488175527557004,0.72193814705709
11,2.422128095349459,1.139417081509463,0.7849515825990265,0.942164807698429,0.8857934935744564,0.8348982064038329,0.769158272989409,0.8393040467867515,0.8444924163447916,0.7108050146616207
12,2.398086302346622,1.1334994286932412,0.787375809516337,0.9384349146384903,0.8869797178443002,0.8364465000393665,0.7564414131751714,0.8375395917359802,0.8462240178154621,0.7032099745329602
13,2.3346877699504827,1.1146640741182092,0.7919294155228656,0.9153587081910283,0.8797454410176763,0.8382988280343139,0.7380303473472171,0.8286699079211054,0.8482900402558066,0.6812987144122374
14,2.3304372033715164,1.1197394801907303,0.7914907811811329,0.9178985760224109,0.8717256874459559,0.8398053173909541,0.7342480818931532,0.8250241382389083,0.8491392119579425,0.6782905454559524
15,2.295168119119803,1.0811493263782186,0.7942887293668286,0.9020219575958508,0.840045093688087,0.8424233974549925,0.7262568111417839,0.7955597151381992,0.8514203929428735,0.6668893503821682
16,2.3067032711400937,1.0981407857976953,0.7939198957271599,0.8999451460271691,0.8597226254026997,0.8410904695576065,0.7308339915610939,0.8142195930167575,0.8502247844998546,0.6759241335518308
17,2.2683036440871143,1.0948103264521156,0.7959582312270035,0.9069682468006438,0.8544624204282438,0.8432886924023322,0.7070808409000241,0.8128021421537218,0.851592245519161,0.6542545563864465
