epoch,loss,out_0_MSE,out_0_R_squared,out_0_loss,out_1_MSE,out_1_R_squared,out_1_loss,out_2_MSE,out_2_R_squared,out_2_loss
0,4.667750548711025,3.1510385040144686,0.39213630955069273,1.6692848653096297,2.3216011544410637,0.5563863927646214,1.5267376786563767,2.0039521850364252,0.619607806266463,1.471728004745018
1,4.016048630606693,1.8786953364337322,0.6387780966102846,1.4548858055074916,1.3444397929270322,0.7460884036500817,1.3027527520992657,1.233182889214015,0.7681311030123217,1.2584100729999352
2,3.8021379772045063,1.5681001239533827,0.7019476871920607,1.3658688117612523,1.2093736726260638,0.774585549427149,1.2397053006649243,1.1284947718691385,0.7901900645377324,1.1965638647783294
3,3.5931119374262535,1.3507335128553508,0.7395770797093565,1.2928654974424618,1.06306228063673,0.7978574415759137,1.1715459488102424,0.9911468429127929,0.8121360824843068,1.1287004911735492
4,3.421484204452073,1.2513488098815462,0.7615743328645673,1.2415353441951282,0.9919267348299148,0.8143456744769946,1.1120030485203214,0.9236888893081713,0.8277253014953804,1.0679458117366234
5,3.2995253662164594,1.190080248238185,0.7785591986556403,1.204425678130966,0.9492641798030019,0.825781093844916,1.0696485237623765,0.8874572019101853,0.8380948812900141,1.025451164323117
6,3.2264632007622525,1.166140234700175,0.7830785170604717,1.1846108770676003,0.9211169171609487,0.8312837281233328,1.0431543804482368,0.8610959015562487,0.843216240696575,0.9986979432464155
7,3.150610800512492,1.1360694315868516,0.7848261230072782,1.1617424559779908,0.8966853678776421,0.8327590416261659,1.0163497077835981,0.8382433813065854,0.8446652011917194,0.9725186367509033
8,3.0748515869409028,1.1150449052791191,0.7912067166490184,1.140840199755219,0.875976765848352,0.8380086271192161,0.9897773539109087,0.8184011489947016,0.8494997966178867,0.9442340332747751
9,3.0221530798492013,1.1064938479278075,0.7933957716833047,1.1257435891885128,0.8633077313197886,0.8412044785933904,0.9699938834406608,0.8085028405514332,0.8521415844608062,0.9264156072200278
10,2.97802525671755,1.0916480284230932,0.7944651493256307,1.1099156396305272,0.8507976538483202,0.8424573805776044,0.956623919778488,0.795847590880203,0.8531907476890156,0.9114856973085349
11,2.9262282048136803,1.1034296126181016,0.793167617296037,1.0949571258898985,0.8508876947368655,0.843573268816453,0.9376616158302101,0.7957059610571668,0.854449840407922,0.8936094630935716
12,2.84240049924339,1.0630579820714596,0.7983139005380112,1.0673347778324838,0.817198033585109,0.8479436364973088,0.9090604276016645,0.7636942793912684,0.8587516191396953,0.8660052938092417
13,2.847658329698561,1.083716445352268,0.7948370242280968,1.068644325895563,0.8413361262475325,0.8435568220580795,0.9128008296295088,0.7880372490058011,0.8543809216665323,0.8662131741734891
14,2.8070073634683097,1.0554076787619044,0.8028677779934955,1.056665232326388,0.8218122576771432,0.8493147800754247,0.8986279150859179,0.7638509356018486,0.8607114151873239,0.8517142160560036
15,2.7975586387600644,1.0595872534307016,0.7994875655067144,1.05413654268382,0.8105882778724468,0.8492367789590958,0.8943846515062922,0.7579619589380457,0.8597839801802465,0.849037444569952
16,2.75726919810411,1.0417111453399754,0.8039671222883831,1.0407362142529146,0.8112924216446656,0.8496124472754287,0.8806939454484902,0.7571551224099554,0.8602219640884673,0.8358390384027049
17,2.7083103931665873,1.0194776353847936,0.8041089607032883,1.0300786267200464,0.7874087214127125,0.8514734137358148,0.8621068920818165,0.7316562134399232,0.8627360579493942,0.8161248743647244
18,2.6639573445033564,0.9877033799183154,0.8102309221803929,1.0131202951377751,0.758253531509527,0.8564592460424673,0.8484281889553256,0.7066851817249364,0.8667744875799465,0.8024088604102556
19,2.669666143446298,0.9957044700010486,0.8099745207616209,1.0174478982572144,0.7628460876641238,0.8571347433117725,0.8476186815028683,0.7157585060197574,0.866517421632362,0.8045995636862151
20,2.648072011379846,1.0199923190524796,0.8102600719653714,1.010229427340928,0.7865769938702771,0.8565082736104553,0.8425781514317038,0.7334999049475779,0.866732696052192,0.7952644326072142
21,2.617168346723152,1.0080615581639716,0.8101328240826209,1.0022699051153394,0.7707076675820648,0.8572801454492028,0.8316565042014195,0.7193641939083362,0.8673685301044448,0.7832419374063929
22,2.6245572884740795,0.9962690799738642,0.8114348923334992,1.0039171873214803,0.7702076087800493,0.856730427130432,0.8322910792457305,0.7169245094385305,0.8673589694531224,0.7883490219068686
23,2.5840981340466316,0.9809944254679515,0.8135696597460412,0.9899390775181696,0.760970700138741,0.8577028460610392,0.8206021101428368,0.7097438004399558,0.8679854178563887,0.7735569463856253
24,2.5548653179080385,0.963716640263847,0.81675965983807,0.9817781366185097,0.7446619045064827,0.8611773377428383,0.8122237678749843,0.6919192065158128,0.8716370796409318,0.7608634134145443
