epoch,loss,out_0_loss,out_1_loss,out_2_loss
0,4.581223666950962,1.635589381653359,1.4930217417500071,1.452612543547595
1,3.4862177474999134,1.2301355233559241,1.1413891014040705,1.1146931227399186
2,3.061098270903625,1.076799288873206,1.0050989721122516,0.9792000099181676
3,2.8493301087012206,1.007662317861519,0.9344476997031559,0.9072200911365457
4,2.6829521186642724,0.9515001137315491,0.8795315438327853,0.851920461099938
5,2.58810040253548,0.9250486702830704,0.8465409698309722,0.8165107624214373
6,2.520762869980317,0.9052765026674424,0.8243377257884964,0.7911486415243782
7,2.4792440777462317,0.8899667080198145,0.8069671401639044,0.7823102295625131
8,2.4237151386469233,0.8735670519060502,0.7895511537578032,0.7605969329830702
9,2.402627111599203,0.8686330018340409,0.7823748863801884,0.7516192233849738
10,2.3237593729201094,0.843767944401429,0.7556334946513289,0.7243579338673513
11,2.329966853278117,0.8435321808717473,0.757840241748638,0.7285944306577317
12,2.287442424926281,0.8336894412057125,0.7439006565020182,0.7098523272185499
13,2.232798582937034,0.8110035611608429,0.7263685756160436,0.6954264461601477
14,2.2606154199661326,0.824634142856822,0.7341437123093227,0.7018375647999877
15,2.2280687509990824,0.8136427758220877,0.7232359088249752,0.6911900663520196
16,2.1871246988792237,0.8022908501022789,0.7088158078781787,0.6760180408987664
17,2.1948064783409396,0.8027814600584854,0.7117497803553132,0.6802752379271408
