epoch,loss,out_0_MSE,out_0_R_squared,out_0_loss,out_1_MSE,out_1_R_squared,out_1_loss,out_2_MSE,out_2_R_squared,out_2_loss
0,4.981172335361473,4.742311076401786,0.07045096885413261,1.8339914423485428,3.374493304883482,0.33974047488291576,1.608319022781283,2.8597510615081565,0.4425334703305796,1.5388618702316474
1,4.100223141339004,2.416651361316218,0.5230372927205517,1.499547837087917,1.6505331367496354,0.6776967851201731,1.3255615781022874,1.4101217594597466,0.7270565270911252,1.2751137261488
2,3.799994462703282,1.952078252642083,0.6189438847750672,1.3933916066997143,1.3872394265219041,0.7329812523178547,1.2280175501490898,1.254591425974262,0.7598308304492516,1.178585305854478
3,3.4195958454404796,1.6141202184444634,0.6860537731959003,1.2672387480498428,1.186282198201809,0.7728215897824829,1.1025348465913798,1.0961848122841091,0.7912993080154705,1.049822250799257
4,3.2020503164539296,1.4696869482029422,0.7163124240286168,1.206051617126491,1.0951982162022862,0.7915222700003214,1.0237371365768273,1.0358909025954506,0.8037715927617664,0.9722615627506113
5,3.0126765016012076,1.3369660861504264,0.7419373826990894,1.1362449655697795,1.003811831558414,0.8093327316780768,0.9618538465070867,0.9555795125121715,0.8190665404760425,0.9145776895243413
6,2.896429186850979,1.2958928698669616,0.7516702681470235,1.1065282729162749,0.9726083380052264,0.8160917508116761,0.9193696405992632,0.9297095115219169,0.824549007650411,0.8705312733354409
7,2.815937543120059,1.2664592454872057,0.7599413948851261,1.0770489927056774,0.9566234170677121,0.8210708185521557,0.8962516909351155,0.9197118692327462,0.8285703775985591,0.8426368594792661
8,2.754272170483532,1.216331064816621,0.7691100570321281,1.0561961377250015,0.9232287147908057,0.8271558884498645,0.8717380070520195,0.8910018953990102,0.8336491869549115,0.8263380257065109
9,2.6798881221416133,1.1797800451126463,0.7712612801740907,1.0310106438122442,0.8924868086727101,0.8292865109045927,0.8514819367236613,0.8589814630040541,0.8362232561114403,0.7973955416057079
10,2.650526634599659,1.1767038860172467,0.7765154521623066,1.0167564034996013,0.89275023356745,0.8327551285171911,0.8392351525318806,0.8673910409317247,0.8380394756768346,0.7945350785681773
11,2.586997551288161,1.1288556462937613,0.7826248576245683,0.9997512246799624,0.8603140084572471,0.8370950905139319,0.8180224139033828,0.8265819269897218,0.8440295783377166,0.7692239127048157
12,2.5774963740417025,1.1550912112565936,0.7802303057477437,1.006268726807364,0.8707679147271384,0.837009313235096,0.8075229933030158,0.8416847138152602,0.8427892977905221,0.7637046539313227
13,2.5143908398432657,1.0945688062143084,0.7882660306672951,0.9742128699498724,0.8360406573198175,0.840764070550335,0.797463743769897,0.8053028340065358,0.8471908782200342,0.7427142261234962
14,2.467972770068125,1.0838823471204704,0.7920552581406839,0.9692802253077729,0.8322918893570255,0.8428029819748536,0.7760860286968273,0.7947883126730755,0.8500516841190648,0.7226065160635249
15,2.4885256032224405,1.0891908073629504,0.7915709613886357,0.9707548401956834,0.8334690800435443,0.8425200370287922,0.7857148764945192,0.8009877541673202,0.8492239188394504,0.732055886532238
16,2.4405084232646264,1.067251904917748,0.7954573271604738,0.9499890608217005,0.8311397066757547,0.8427506273591602,0.770500541988699,0.8015038117470921,0.8488096219617596,0.7200188204542269
17,2.4339436021178678,1.0768227156261478,0.7945782953995144,0.9431879770654152,0.8431085002717482,0.8411844500192912,0.7723385914492631,0.8083574979735293,0.848187659334353,0.7184170336031896
18,2.400793436135876,1.061878416194265,0.7993578176497564,0.9536945569375784,0.816043808001442,0.8475675306063517,0.7500860534029822,0.7844212508269471,0.8540453060926437,0.6970128257953153
19,2.3785298473951295,1.0445820888292716,0.7997026860638388,0.9210989398704708,0.8205401899491304,0.8446700022019888,0.7537783283857104,0.7881807201588306,0.8512037199686422,0.7036525791389483
20,2.350607088233417,1.0474974681729161,0.8011484486477285,0.9169719014196268,0.8168568173904526,0.8468745636656735,0.7409332359868861,0.7849253995359,0.8533328218040304,0.6927019508269042
21,2.395412964660131,1.0655388648871427,0.7945108434044851,0.9420098757724551,0.8267651911088938,0.8428163035893702,0.7485891732578701,0.7921752465094574,0.8497493875348192,0.7048139156298058
22,2.3299516331499017,1.0496295574209222,0.800495812611941,0.907160075213584,0.813756778820959,0.8475067507892484,0.7391209711110699,0.780828093448652,0.8542132999417138,0.6836705868252478
23,2.276364984640721,1.0327504346408316,0.8047803329914593,0.8961180598656296,0.8084111435566159,0.8494728920298766,0.713744231936883,0.7761331247439894,0.8558522904059779,0.6665026928382083
