epoch,loss,out_0_loss,out_1_loss,out_2_loss
0,4.734290292869462,1.6929276301055005,1.5452900963555882,1.496072566408373
1,3.7697187816995834,1.3474825628068448,1.230660221747583,1.1915759971451558
2,3.39658911311846,1.214245214012501,1.110381345671169,1.0719625534347896
3,3.1383847744830393,1.1369947341913724,1.0221023294182783,0.9792877108733887
4,2.965677851932508,1.085135385193832,0.961176818263596,0.9193656484750802
5,2.831870088586468,1.038401527969086,0.9162455942127585,0.8772229664046234
6,2.7574898650496085,1.013737282078322,0.8924456254026082,0.8513069575686785
7,2.6734219709918414,0.9843797428860719,0.8646618939413249,0.8243803341644448
8,2.617200352937621,0.9645142096779488,0.8470913340880422,0.8055948091716301
9,2.5924990518345887,0.9589591846797169,0.8359349881493078,0.7976048790055641
10,2.5247313654084538,0.9346875260797765,0.8145395529068424,0.7755042864218347
11,2.4756338861101064,0.9195283675532011,0.7968063980392878,0.7592991205176173
12,2.438146006362304,0.9085717697295459,0.7839846614768636,0.7455895751558945
13,2.4077017145883155,0.8963621565659524,0.7753415886755901,0.7359979693467728
14,2.3688579004196724,0.8844652411844554,0.7617212600019543,0.7226713992332628
15,2.3509917079386216,0.8761204562732656,0.755717040443373,0.7191542112219832
