epoch,loss,out_0_loss,out_1_loss,out_2_loss
0,4.626786903855243,1.6568593096552044,1.5079085245820432,1.462019069617995
1,3.610019493312365,1.2919294445730807,1.1805678697972146,1.1375221789420698
2,3.267668889125603,1.1765885555636673,1.068209566547229,1.0228707670147068
3,3.0197257087391365,1.0958688333524478,0.9842276588881474,0.939629216498541
4,2.823920421369505,1.0382391476325645,0.9171551980067612,0.8685260757301789
5,2.6761490499019964,0.9927366523873936,0.86446882412368,0.8189435733909227
6,2.5602050336032725,0.9547884895103375,0.8250784436475059,0.780338100445429
7,2.495823775910064,0.9381750522346705,0.8024465851680215,0.7552021385073718
8,2.445745727078265,0.9227486018270014,0.7849025030871902,0.7380946221640736
9,2.397771155711849,0.9069926328020013,0.76790255560983,0.7228759673000175
10,2.359748833120138,0.8957830941119803,0.7565580081171654,0.7074077308909923
11,2.31612318429935,0.8788762373357346,0.7424748704742639,0.6947720764893517
12,2.259543986569367,0.8630504593055114,0.7225009042170301,0.6739926230468255
13,2.224509269170601,0.8504899060720508,0.7105426776554837,0.6634766854430665
14,2.180004412627469,0.8367709986154762,0.6954403612736169,0.647793052738376
15,2.193289998344154,0.8424360399980029,0.6998095265923374,0.6510444317538138
16,2.160338381117039,0.8305598448026672,0.6877178669446132,0.6420606693697587
17,2.110670600328674,0.8144238138006489,0.6722633899881283,0.6239833965398969
18,2.101848252934475,0.8123869128175183,0.6681860925591722,0.6212752475577845
19,2.110615267978356,0.813040610874893,0.6728691323251451,0.624705524778318
